Cycle - m/z 18.00 ch0	Amplitude - m/z 18.00 ch0	Cycle - m/z 21.00 ch1	Amplitude - m/z 21.00 ch1	Cycle - m/z 25.00 ch2	Amplitude - m/z 25.00 ch2	Cycle - m/z 30.00 ch3	Amplitude - m/z 30.00 ch3	Cycle - m/z 32.00 ch4	Amplitude - m/z 32.00 ch4	Cycle - m/z 37.00 ch5	Amplitude - m/z 37.00 ch5	Cycle - m/z 59.00 ch6	Amplitude - m/z 59.00 ch6	Cycle - m/z 107.00 ch7	Amplitude - m/z 107.00 ch7	Cycle - m/z 137.00 ch8	Amplitude - m/z 137.00 ch8	Cycle - m/z 121.00 ch9	Amplitude - m/z 121.00 ch9	Cycle - m/z 123.00 ch10	Amplitude - m/z 123.00 ch10	Cycle - m/z 151.00 ch11	Amplitude - m/z 151.00 ch11	Cycle - m/z 153.00 ch12	Amplitude - m/z 153.00 ch12	Cycle - m/z 165.00 ch13	Amplitude - m/z 165.00 ch13	Cycle - m/z 213.00 ch14	Amplitude - m/z 213.00 ch14	Cycle - m/z 229.00 ch15	Amplitude - m/z 229.00 ch15	Cycle - m/z 271.00 ch16	Amplitude - m/z 271.00 ch16	Cycle - m/z 109.00 ch17	Amplitude - m/z 109.00 ch17	Cycle - m/z 131.00 ch18	Amplitude - m/z 131.00 ch18	Cycle - m/z 138.00 ch19	Amplitude - m/z 138.00 ch19	Cycle - m/z 167.00 ch20	Amplitude - m/z 167.00 ch20	Cycle - m/z 179.00 ch21	Amplitude - m/z 179.00 ch21	Cycle - m/z 181.00 ch22	Amplitude - m/z 181.00 ch22	Cycle - m/z 193.00 ch23	Amplitude - m/z 193.00 ch23	Cycle - m/z 205.00 ch24	Amplitude - m/z 205.00 ch24	Cycle - m/z 285.00 ch25	Amplitude - m/z 285.00 ch25	Cycle - m/z 295.00 ch26	Amplitude - m/z 295.00 ch26	Cycle - m/z 299.00 ch27	Amplitude - m/z 299.00 ch27	Cycle - m/z 327.00 ch28	Amplitude - m/z 327.00 ch28	Cycle - m/z 59.00 ch29	Amplitude - m/z 59.00 ch29	
130	4,1E+2	130	7,7E+7	130	0,0	130	0,1	130	0,2	130	0,8	130	1,8	130	0,6	130	0,8	130	0,2	130	0,1	130	0,0	130	0,1	130	0,2	130	0,0	130	0,0	130	0,0	130	0,3	130	0,1	130	0,1	130	0,0	130	0,0	130	0,0	130	0,0	130	0,0	130	0,0	130	0,0	130	0,0	130	NaN	130	2,0	
131	4,3E+2	131	7,5E+7	131	0,0	131	0,1	131	0,2	131	0,8	131	1,7	131	0,8	131	0,9	131	0,2	131	0,1	131	0,1	131	0,2	131	0,2	131	0,0	131	0,0	131	0,0	131	0,3	131	0,1	131	0,1	131	0,0	131	0,0	131	0,0	131	0,0	131	0,0	131	0,0	131	0,0	131	0,0	131	NaN	131	1,5	
132	4,2E+2	132	7,5E+7	132	0,0	132	0,1	132	0,2	132	0,8	132	1,5	132	0,6	132	1,0	132	0,3	132	0,2	132	0,0	132	0,1	132	0,2	132	0,0	132	0,0	132	0,0	132	0,3	132	0,1	132	0,1	132	0,0	132	0,0	132	0,0	132	0,0	132	0,0	132	0,0	132	0,0	132	0,0	132	NaN	132	1,9	
133	4,3E+2	133	7,4E+7	133	0,0	133	0,1	133	0,2	133	0,8	133	1,9	133	0,6	133	0,9	133	0,2	133	0,1	133	0,0	133	0,1	133	0,1	133	0,0	133	0,0	133	0,0	133	0,4	133	0,1	133	0,1	133	0,0	133	0,0	133	0,0	133	0,0	133	0,0	133	0,0	133	0,0	133	0,0	133	NaN	133	1,7	
134	4,2E+2	134	7,5E+7	134	0,0	134	0,1	134	0,2	134	0,8	134	1,6	134	0,7	134	0,8	134	0,3	134	0,1	134	0,0	134	0,0	134	0,3	134	0,0	134	0,0	134	0,0	134	0,3	134	0,1	134	0,1	134	0,0	134	0,0	134	0,0	134	0,0	134	0,0	134	0,0	134	0,0	134	0,0	134	NaN	134	1,6	
135	4,1E+2	135	7,8E+7	135	0,0	135	0,1	135	0,2	135	0,8	135	1,6	135	0,6	135	0,8	135	0,2	135	0,2	135	0,0	135	0,1	135	0,2	135	0,0	135	0,0	135	0,0	135	0,3	135	0,1	135	0,1	135	0,0	135	0,0	135	0,0	135	0,0	135	0,0	135	0,0	135	0,0	135	0,0	135	Inf	135	1,7	
136	4,1E+2	136	7,7E+7	136	0,0	136	0,1	136	0,2	136	0,8	136	1,3	136	0,5	136	0,9	136	0,2	136	0,1	136	0,0	136	0,0	136	0,2	136	0,0	136	0,0	136	0,0	136	0,3	136	0,1	136	0,1	136	0,0	136	0,0	136	0,0	136	0,0	136	0,0	136	0,0	136	0,0	136	0,0	136	NaN	136	1,5	
137	4,3E+2	137	7,5E+7	137	0,0	137	0,1	137	0,2	137	0,8	137	1,4	137	0,6	137	0,5	137	0,2	137	0,1	137	0,0	137	0,1	137	0,2	137	0,0	137	0,0	137	0,0	137	0,2	137	0,1	137	0,1	137	0,0	137	0,0	137	0,0	137	0,0	137	0,0	137	0,0	137	0,0	137	0,0	137	NaN	137	1,8	
138	4,2E+2	138	7,6E+7	138	0,0	138	0,1	138	0,2	138	0,8	138	1,3	138	0,9	138	1,2	138	0,1	138	0,1	138	0,0	138	0,1	138	0,2	138	0,0	138	0,0	138	0,0	138	0,3	138	0,1	138	0,1	138	0,0	138	0,0	138	0,0	138	0,0	138	0,0	138	0,0	138	0,0	138	0,0	138	NaN	138	1,4	
139	4,2E+2	139	7,6E+7	139	0,0	139	0,1	139	0,2	139	0,8	139	1,4	139	0,8	139	1,6	139	0,2	139	0,1	139	0,0	139	0,0	139	0,2	139	0,0	139	0,0	139	0,0	139	0,3	139	0,0	139	0,1	139	0,0	139	0,0	139	0,0	139	0,0	139	0,0	139	0,0	139	0,0	139	0,0	139	NaN	139	1,3	
140	4,3E+2	140	7,3E+7	140	0,0	140	0,1	140	0,2	140	0,8	140	1,2	140	1,0	140	1,6	140	0,3	140	0,1	140	0,0	140	0,1	140	0,2	140	0,0	140	0,0	140	0,0	140	0,3	140	0,0	140	0,1	140	0,0	140	0,0	140	0,0	140	0,0	140	0,0	140	0,0	140	0,0	140	0,0	140	NaN	140	1,6	
141	4,2E+2	141	7,6E+7	141	0,0	141	0,1	141	0,2	141	0,8	141	1,3	141	0,5	141	0,8	141	0,2	141	0,1	141	0,0	141	0,1	141	0,2	141	0,0	141	0,0	141	0,0	141	0,3	141	0,1	141	0,1	141	0,0	141	0,0	141	0,0	141	0,0	141	0,0	141	0,0	141	0,0	141	0,0	141	NaN	141	1,3	
142	4,2E+2	142	7,6E+7	142	0,0	142	0,1	142	0,2	142	0,8	142	1,4	142	0,3	142	0,8	142	0,2	142	0,1	142	0,0	142	0,1	142	0,2	142	0,0	142	0,0	142	0,0	142	0,3	142	0,1	142	0,2	142	0,0	142	0,0	142	0,0	142	0,0	142	0,0	142	0,0	142	0,0	142	0,0	142	NaN	142	1,3	
143	4,1E+2	143	7,8E+7	143	0,0	143	0,1	143	0,2	143	0,8	143	1,4	143	0,7	143	1,4	143	0,2	143	0,1	143	0,0	143	0,1	143	0,2	143	0,0	143	0,0	143	0,0	143	0,2	143	0,1	143	0,1	143	0,0	143	0,0	143	0,0	143	0,0	143	0,0	143	0,0	143	0,0	143	0,0	143	NaN	143	1,1	
144	4,2E+2	144	7,5E+7	144	0,0	144	0,1	144	0,2	144	0,8	144	1,4	144	1,2	144	1,9	144	0,4	144	0,1	144	0,0	144	0,2	144	0,1	144	0,0	144	0,0	144	0,0	144	0,1	144	0,1	144	0,1	144	0,0	144	0,0	144	0,0	144	0,0	144	0,0	144	0,0	144	0,0	144	0,0	144	NaN	144	1,5	
145	4,2E+2	145	7,4E+7	145	0,0	145	0,1	145	0,2	145	0,8	145	1,1	145	1,2	145	1,9	145	0,2	145	0,1	145	0,0	145	0,1	145	0,2	145	0,0	145	0,0	145	0,0	145	0,3	145	0,1	145	0,1	145	0,0	145	0,0	145	0,0	145	0,0	145	0,0	145	0,0	145	0,0	145	0,0	145	NaN	145	1,4	
146	4,3E+2	146	7,5E+7	146	0,0	146	0,1	146	0,2	146	0,8	146	1,1	146	1,1	146	1,9	146	0,2	146	0,1	146	0,0	146	0,1	146	0,1	146	0,0	146	0,0	146	0,0	146	0,2	146	0,1	146	0,2	146	0,0	146	0,0	146	0,0	146	0,0	146	0,0	146	0,0	146	0,0	146	0,0	146	NaN	146	1,2	
147	4,1E+2	147	7,5E+7	147	0,0	147	0,1	147	0,2	147	0,8	147	1,7	147	1,1	147	2,0	147	0,2	147	0,1	147	0,0	147	0,1	147	0,1	147	0,0	147	0,0	147	0,0	147	0,3	147	0,0	147	0,2	147	0,0	147	0,0	147	0,0	147	0,0	147	0,0	147	0,0	147	0,0	147	0,0	147	NaN	147	1,3	
