Cycle - m/z 18.00 ch0	Amplitude - m/z 18.00 ch0	Cycle - m/z 21.00 ch1	Amplitude - m/z 21.00 ch1	Cycle - m/z 25.00 ch2	Amplitude - m/z 25.00 ch2	Cycle - m/z 30.00 ch3	Amplitude - m/z 30.00 ch3	Cycle - m/z 32.00 ch4	Amplitude - m/z 32.00 ch4	Cycle - m/z 37.00 ch5	Amplitude - m/z 37.00 ch5	Cycle - m/z 59.00 ch6	Amplitude - m/z 59.00 ch6	Cycle - m/z 107.00 ch7	Amplitude - m/z 107.00 ch7	Cycle - m/z 137.00 ch8	Amplitude - m/z 137.00 ch8	Cycle - m/z 121.00 ch9	Amplitude - m/z 121.00 ch9	Cycle - m/z 123.00 ch10	Amplitude - m/z 123.00 ch10	Cycle - m/z 151.00 ch11	Amplitude - m/z 151.00 ch11	Cycle - m/z 153.00 ch12	Amplitude - m/z 153.00 ch12	Cycle - m/z 165.00 ch13	Amplitude - m/z 165.00 ch13	Cycle - m/z 213.00 ch14	Amplitude - m/z 213.00 ch14	Cycle - m/z 229.00 ch15	Amplitude - m/z 229.00 ch15	Cycle - m/z 271.00 ch16	Amplitude - m/z 271.00 ch16	Cycle - m/z 109.00 ch17	Amplitude - m/z 109.00 ch17	Cycle - m/z 131.00 ch18	Amplitude - m/z 131.00 ch18	Cycle - m/z 138.00 ch19	Amplitude - m/z 138.00 ch19	Cycle - m/z 167.00 ch20	Amplitude - m/z 167.00 ch20	Cycle - m/z 179.00 ch21	Amplitude - m/z 179.00 ch21	Cycle - m/z 181.00 ch22	Amplitude - m/z 181.00 ch22	Cycle - m/z 193.00 ch23	Amplitude - m/z 193.00 ch23	Cycle - m/z 205.00 ch24	Amplitude - m/z 205.00 ch24	Cycle - m/z 285.00 ch25	Amplitude - m/z 285.00 ch25	Cycle - m/z 295.00 ch26	Amplitude - m/z 295.00 ch26	Cycle - m/z 299.00 ch27	Amplitude - m/z 299.00 ch27	Cycle - m/z 327.00 ch28	Amplitude - m/z 327.00 ch28	Cycle - m/z 59.00 ch29	Amplitude - m/z 59.00 ch29	
10	4,3E+2	10	7,1E+7	10	0,0	10	0,1	10	0,2	10	1,0	10	2,0	10	0,2	10	0,2	10	0,1	10	0,1	10	0,0	10	0,1	10	0,0	10	0,0	10	0,0	10	0,0	10	0,4	10	0,0	10	0,1	10	0,0	10	0,0	10	0,0	10	0,0	10	0,0	10	0,0	10	0,0	10	0,0	10	NaN	10	2,1	
11	4,3E+2	11	7,2E+7	11	0,0	11	0,1	11	0,2	11	0,9	11	2,1	11	0,3	11	0,3	11	0,1	11	0,1	11	0,0	11	0,1	11	0,0	11	0,0	11	0,0	11	0,0	11	0,2	11	0,1	11	0,0	11	0,0	11	0,0	11	0,0	11	0,0	11	0,0	11	0,0	11	0,0	11	0,0	11	NaN	11	2,4	
12	4,4E+2	12	7,1E+7	12	0,0	12	0,1	12	0,2	12	1,0	12	1,9	12	0,3	12	0,3	12	0,2	12	0,1	12	0,0	12	0,0	12	0,0	12	0,0	12	0,0	12	0,0	12	0,4	12	0,1	12	0,0	12	0,0	12	0,0	12	0,0	12	0,0	12	0,0	12	0,0	12	0,0	12	0,0	12	NaN	12	2,2	
13	4,2E+2	13	7,1E+7	13	0,0	13	0,1	13	0,2	13	0,9	13	2,4	13	0,3	13	0,2	13	0,2	13	0,0	13	0,0	13	0,1	13	0,0	13	0,0	13	0,0	13	0,0	13	0,3	13	0,1	13	0,0	13	0,0	13	0,0	13	0,0	13	0,0	13	0,0	13	0,0	13	0,0	13	0,0	13	NaN	13	2,2	
14	4,2E+2	14	7,2E+7	14	0,0	14	0,1	14	0,2	14	0,9	14	2,5	14	0,3	14	0,3	14	0,1	14	0,1	14	0,0	14	0,1	14	0,0	14	0,0	14	0,0	14	0,0	14	0,4	14	0,1	14	0,0	14	0,0	14	0,0	14	0,0	14	0,0	14	0,0	14	0,0	14	0,0	14	0,0	14	NaN	14	1,9	
15	4,2E+2	15	7,0E+7	15	0,0	15	0,1	15	0,2	15	1,0	15	1,8	15	0,4	15	0,3	15	0,1	15	0,1	15	0,0	15	0,0	15	0,0	15	0,0	15	0,0	15	0,0	15	0,3	15	0,0	15	0,0	15	0,0	15	0,0	15	0,0	15	0,0	15	0,0	15	0,0	15	0,0	15	0,0	15	Inf	15	2,2	
16	4,3E+2	16	7,2E+7	16	0,0	16	0,1	16	0,2	16	0,9	16	2,0	16	0,3	16	0,4	16	0,2	16	0,1	16	0,0	16	0,0	16	0,0	16	0,0	16	0,0	16	0,0	16	0,3	16	0,1	16	0,0	16	0,0	16	0,0	16	0,0	16	0,0	16	0,0	16	0,0	16	0,0	16	0,0	16	NaN	16	2,2	
17	4,2E+2	17	7,3E+7	17	0,0	17	0,1	17	0,2	17	0,9	17	1,9	17	0,2	17	0,3	17	0,1	17	0,1	17	0,0	17	0,1	17	0,0	17	0,0	17	0,0	17	0,0	17	0,3	17	0,0	17	0,0	17	0,0	17	0,0	17	0,0	17	0,0	17	0,0	17	0,0	17	0,0	17	0,0	17	NaN	17	1,9	
18	4,2E+2	18	7,2E+7	18	0,0	18	0,1	18	0,2	18	0,9	18	2,3	18	0,1	18	0,3	18	0,2	18	0,1	18	0,1	18	0,0	18	0,0	18	0,0	18	0,0	18	0,0	18	0,3	18	0,0	18	0,0	18	0,0	18	0,0	18	0,0	18	0,0	18	0,0	18	0,0	18	0,0	18	0,0	18	NaN	18	1,7	
19	4,2E+2	19	7,2E+7	19	0,0	19	0,1	19	0,2	19	0,9	19	1,9	19	0,3	19	0,3	19	0,1	19	0,2	19	0,0	19	0,1	19	0,0	19	0,0	19	0,0	19	0,0	19	0,3	19	0,1	19	0,0	19	0,0	19	0,0	19	0,0	19	0,0	19	0,0	19	0,0	19	0,0	19	0,0	19	NaN	19	2,3	
20	4,3E+2	20	7,3E+7	20	0,0	20	0,1	20	0,2	20	0,9	20	2,3	20	0,2	20	0,2	20	0,2	20	0,1	20	0,0	20	0,1	20	0,0	20	0,0	20	0,0	20	0,0	20	0,2	20	0,1	20	0,0	20	0,0	20	0,0	20	0,0	20	0,0	20	0,0	20	0,0	20	0,0	20	0,0	20	NaN	20	1,6	
21	4,3E+2	21	7,2E+7	21	0,0	21	0,1	21	0,2	21	0,9	21	2,0	21	0,3	21	0,2	21	0,1	21	0,1	21	0,0	21	0,1	21	0,0	21	0,0	21	0,0	21	0,0	21	0,4	21	0,0	21	0,0	21	0,0	21	0,0	21	0,0	21	0,0	21	0,0	21	0,0	21	0,0	21	0,0	21	NaN	21	2,1	
22	4,2E+2	22	7,2E+7	22	0,0	22	0,1	22	0,2	22	0,9	22	2,3	22	0,2	22	0,5	22	0,2	22	0,1	22	0,0	22	0,1	22	0,0	22	0,0	22	0,0	22	0,0	22	0,3	22	0,1	22	0,1	22	0,0	22	0,0	22	0,0	22	0,0	22	0,0	22	0,0	22	0,0	22	0,0	22	NaN	22	1,9	
23	4,4E+2	23	7,2E+7	23	0,0	23	0,1	23	0,2	23	0,9	23	2,2	23	0,2	23	0,4	23	0,1	23	0,1	23	0,1	23	0,1	23	0,0	23	0,0	23	0,0	23	0,0	23	0,4	23	0,0	23	0,0	23	0,0	23	0,0	23	0,0	23	0,0	23	0,0	23	0,0	23	0,0	23	0,0	23	Inf	23	2,0	
24	4,3E+2	24	7,3E+7	24	0,0	24	0,1	24	0,2	24	0,9	24	1,9	24	0,2	24	0,2	24	0,2	24	0,1	24	0,0	24	0,1	24	0,0	24	0,0	24	0,0	24	0,0	24	0,4	24	0,1	24	0,0	24	0,0	24	0,0	24	0,0	24	0,0	24	0,0	24	0,0	24	0,0	24	0,0	24	NaN	24	1,5	
25	4,2E+2	25	7,3E+7	25	0,0	25	0,1	25	0,2	25	0,9	25	2,1	25	0,3	25	0,2	25	0,1	25	0,1	25	0,1	25	0,1	25	0,0	25	0,0	25	0,0	25	0,0	25	0,2	25	0,0	25	0,0	25	0,0	25	0,0	25	0,0	25	0,0	25	0,0	25	0,0	25	0,0	25	0,0	25	NaN	25	1,9	
26	4,4E+2	26	7,2E+7	26	0,0	26	0,1	26	0,2	26	0,9	26	2,2	26	0,3	26	0,3	26	0,2	26	0,1	26	0,0	26	0,1	26	0,0	26	0,0	26	0,0	26	0,0	26	0,3	26	0,1	26	0,1	26	0,0	26	0,0	26	0,0	26	0,0	26	0,0	26	0,0	26	0,0	26	0,0	26	NaN	26	1,8	
27	4,3E+2	27	7,1E+7	27	0,0	27	0,1	27	0,2	27	0,9	27	2,0	27	0,2	27	0,2	27	0,2	27	0,1	27	0,0	27	0,0	27	0,0	27	0,0	27	0,0	27	0,0	27	0,4	27	0,1	27	0,1	27	0,0	27	0,0	27	0,0	27	0,0	27	0,0	27	0,0	27	0,0	27	0,0	27	NaN	27	2,1	
28	4,4E+2	28	7,2E+7	28	0,0	28	0,1	28	0,2	28	0,9	28	1,8	28	0,4	28	0,4	28	0,1	28	0,1	28	0,0	28	0,0	28	0,0	28	0,0	28	0,0	28	0,0	28	0,3	28	0,0	28	0,0	28	0,0	28	0,0	28	0,0	28	0,0	28	0,0	28	0,0	28	0,0	28	0,0	28	NaN	28	2,2	
29	4,4E+2	29	7,1E+7	29	0,0	29	0,1	29	0,2	29	0,9	29	3,2	29	0,3	29	0,3	29	0,4	29	0,2	29	0,0	29	0,1	29	0,0	29	0,0	29	0,0	29	0,0	29	0,6	29	0,1	29	5,7	29	0,0	29	0,0	29	0,0	29	0,0	29	0,0	29	0,0	29	0,0	29	0,0	29	NaN	29	5,1	
30	4,3E+2	30	7,3E+7	30	0,0	30	0,1	30	0,2	30	1,0	30	2,8	30	2,6	30	41,1	30	0,3	30	0,2	30	0,0	30	0,1	30	0,4	30	0,0	30	0,0	30	0,0	30	0,6	30	0,0	30	3,0	30	0,0	30	0,0	30	0,0	30	0,0	30	0,0	30	0,0	30	0,0	30	0,0	30	NaN	30	2,0	
31	4,2E+2	31	7,3E+7	31	0,0	31	0,1	31	0,2	31	0,9	31	2,3	31	1,3	31	25,4	31	0,4	31	0,1	31	0,0	31	0,0	31	0,8	31	0,0	31	0,0	31	0,0	31	0,3	31	0,0	31	2,4	31	0,1	31	0,0	31	0,0	31	0,0	31	0,0	31	0,0	31	0,0	31	0,0	31	NaN	31	2,4	
32	4,2E+2	32	7,4E+7	32	0,0	32	0,1	32	0,2	32	0,9	32	2,1	32	1,4	32	25,0	32	0,2	32	0,2	32	0,1	32	0,1	32	1,2	32	0,0	32	0,0	32	0,0	32	0,5	32	0,0	32	2,3	32	0,0	32	0,0	32	0,0	32	0,0	32	0,0	32	0,0	32	0,0	32	0,0	32	NaN	32	1,8	
33	4,4E+2	33	7,1E+7	33	0,0	33	0,1	33	0,2	33	0,9	33	2,0	33	1,6	33	24,6	33	0,4	33	0,1	33	0,0	33	0,1	33	1,3	33	0,0	33	0,0	33	0,0	33	0,4	33	0,1	33	2,3	33	0,0	33	0,1	33	0,0	33	0,0	33	0,0	33	0,0	33	0,0	33	0,0	33	NaN	33	1,9	
34	4,2E+2	34	7,4E+7	34	0,0	34	0,1	34	0,2	34	0,9	34	2,2	34	1,7	34	23,7	34	0,2	34	0,1	34	0,1	34	0,1	34	1,5	34	0,0	34	0,0	34	0,0	34	0,5	34	0,1	34	2,0	34	0,0	34	0,0	34	0,1	34	0,0	34	0,0	34	0,0	34	0,0	34	0,0	34	NaN	34	2,0	
35	4,2E+2	35	7,4E+7	35	0,0	35	0,1	35	0,2	35	0,9	35	2,3	35	1,5	35	22,2	35	0,3	35	0,2	35	0,1	35	0,1	35	1,8	35	0,0	35	0,0	35	0,0	35	0,4	35	0,1	35	1,8	35	0,1	35	0,0	35	0,0	35	0,0	35	0,0	35	0,0	35	0,0	35	0,0	35	NaN	35	1,9	
36	4,3E+2	36	7,3E+7	36	0,0	36	0,1	36	0,2	36	0,9	36	2,0	36	1,5	36	23,4	36	0,1	36	0,2	36	0,0	36	0,1	36	1,8	36	0,0	36	0,0	36	0,0	36	0,3	36	0,1	36	2,0	36	0,0	36	0,0	36	0,0	36	0,0	36	0,0	36	0,0	36	0,0	36	0,0	36	NaN	36	1,8	
37	4,2E+2	37	7,3E+7	37	0,0	37	0,1	37	0,2	37	0,9	37	2,1	37	1,4	37	21,0	37	0,3	37	0,1	37	0,1	37	0,2	37	1,7	37	0,0	37	0,0	37	0,0	37	0,6	37	0,1	37	1,8	37	0,1	37	0,0	37	0,1	37	0,0	37	0,0	37	0,0	37	0,0	37	0,0	37	NaN	37	2,2	
38	4,2E+2	38	7,6E+7	38	0,0	38	0,1	38	0,2	38	0,8	38	2,2	38	1,3	38	19,6	38	0,2	38	0,1	38	0,1	38	0,1	38	1,5	38	0,0	38	0,0	38	0,0	38	0,5	38	0,1	38	1,6	38	0,0	38	0,0	38	0,0	38	0,0	38	0,0	38	0,0	38	0,0	38	0,0	38	NaN	38	2,0	
39	4,2E+2	39	7,4E+7	39	0,0	39	0,1	39	0,2	39	0,9	39	1,7	39	1,4	39	20,3	39	0,2	39	0,2	39	0,0	39	0,1	39	1,7	39	0,0	39	0,0	39	0,0	39	0,5	39	0,0	39	1,7	39	0,0	39	0,0	39	0,0	39	0,0	39	0,0	39	0,0	39	0,0	39	0,0	39	NaN	39	1,9	
40	4,4E+2	40	7,1E+7	40	0,0	40	0,1	40	0,2	40	0,9	40	2,0	40	1,2	40	20,0	40	0,3	40	0,2	40	0,0	40	0,1	40	1,7	40	0,0	40	0,0	40	0,0	40	0,4	40	0,1	40	1,7	40	0,1	40	0,0	40	0,0	40	0,0	40	0,0	40	0,0	40	0,0	40	0,0	40	NaN	40	2,2	
41	4,3E+2	41	7,2E+7	41	0,0	41	0,1	41	0,2	41	0,9	41	2,1	41	1,4	41	19,7	41	0,3	41	0,2	41	0,1	41	0,1	41	1,7	41	0,0	41	0,0	41	0,0	41	0,6	41	0,1	41	1,7	41	0,1	41	0,0	41	0,1	41	0,0	41	0,0	41	0,0	41	0,0	41	0,0	41	NaN	41	2,3	
42	4,2E+2	42	7,3E+7	42	0,0	42	0,1	42	0,2	42	0,9	42	1,8	42	1,8	42	17,6	42	0,2	42	0,1	42	0,1	42	0,1	42	1,9	42	0,0	42	0,0	42	0,0	42	0,4	42	0,1	42	1,5	42	0,1	42	0,0	42	0,0	42	0,0	42	0,0	42	0,0	42	0,0	42	0,0	42	NaN	42	2,0	
43	4,3E+2	43	7,2E+7	43	0,0	43	0,1	43	0,2	43	0,9	43	2,1	43	1,4	43	17,7	43	0,1	43	0,2	43	0,0	43	0,1	43	2,0	43	0,0	43	0,0	43	0,0	43	0,4	43	0,1	43	1,6	43	0,1	43	0,0	43	0,0	43	0,0	43	0,0	43	0,0	43	0,0	43	0,0	43	NaN	43	2,1	
44	4,3E+2	44	7,3E+7	44	0,0	44	0,1	44	0,2	44	0,9	44	2,1	44	1,3	44	17,3	44	0,2	44	0,1	44	0,1	44	0,1	44	1,7	44	0,0	44	0,0	44	0,0	44	0,5	44	0,0	44	1,6	44	0,0	44	0,0	44	0,0	44	0,0	44	0,0	44	0,0	44	0,0	44	0,0	44	NaN	44	2,1	
45	4,4E+2	45	7,3E+7	45	0,0	45	0,1	45	0,2	45	0,9	45	2,2	45	1,4	45	18,1	45	0,3	45	0,1	45	0,0	45	0,1	45	1,7	45	0,0	45	0,0	45	0,0	45	0,4	45	0,0	45	1,3	45	0,0	45	0,0	45	0,0	45	0,0	45	0,0	45	0,0	45	0,0	45	0,0	45	NaN	45	2,0	
46	4,2E+2	46	7,5E+7	46	0,0	46	0,1	46	0,2	46	0,8	46	2,3	46	1,4	46	16,0	46	0,2	46	0,1	46	0,0	46	0,1	46	1,7	46	0,0	46	0,0	46	0,0	46	0,5	46	0,0	46	1,5	46	0,0	46	0,0	46	0,0	46	0,0	46	0,0	46	0,0	46	0,0	46	0,0	46	NaN	46	1,9	
47	4,1E+2	47	7,4E+7	47	0,0	47	0,1	47	0,2	47	0,8	47	2,0	47	1,3	47	17,2	47	0,3	47	0,1	47	0,1	47	0,1	47	1,7	47	0,0	47	0,0	47	0,0	47	0,5	47	0,1	47	1,7	47	0,0	47	0,1	47	0,0	47	0,0	47	0,0	47	0,0	47	0,0	47	0,0	47	NaN	47	2,2	
48	4,1E+2	48	7,6E+7	48	0,0	48	0,1	48	0,2	48	0,8	48	2,0	48	1,5	48	16,0	48	0,2	48	0,1	48	0,0	48	0,1	48	1,9	48	0,0	48	0,0	48	0,0	48	0,5	48	0,0	48	1,3	48	0,0	48	0,0	48	0,1	48	0,0	48	0,0	48	0,0	48	0,0	48	0,0	48	NaN	48	2,2	
49	4,3E+2	49	7,2E+7	49	0,0	49	0,1	49	0,2	49	0,9	49	2,1	49	1,2	49	16,9	49	0,2	49	0,3	49	0,0	49	0,1	49	2,0	49	0,0	49	0,0	49	0,0	49	0,4	49	0,1	49	1,5	49	0,1	49	0,1	49	0,0	49	0,0	49	0,0	49	0,0	49	0,0	49	0,0	49	Inf	49	2,0	
50	4,3E+2	50	7,3E+7	50	0,0	50	0,1	50	0,2	50	0,9	50	2,0	50	1,5	50	16,7	50	0,3	50	0,1	50	0,0	50	0,1	50	1,6	50	0,0	50	0,0	50	0,0	50	0,4	50	0,1	50	1,4	50	0,0	50	0,0	50	0,0	50	0,0	50	0,0	50	0,0	50	0,0	50	0,0	50	NaN	50	2,0	
51	4,1E+2	51	7,4E+7	51	0,0	51	0,1	51	0,2	51	0,9	51	2,0	51	1,1	51	15,9	51	0,3	51	0,2	51	0,1	51	0,1	51	1,7	51	0,0	51	0,0	51	0,0	51	0,5	51	0,1	51	1,3	51	0,0	51	0,0	51	0,0	51	0,0	51	0,0	51	0,0	51	0,0	51	0,0	51	NaN	51	1,9	
52	4,2E+2	52	7,3E+7	52	0,0	52	0,1	52	0,2	52	0,9	52	2,1	52	2,8	52	25,2	52	0,3	52	0,1	52	0,1	52	0,1	52	2,0	52	0,0	52	0,0	52	0,0	52	0,5	52	0,1	52	3,2	52	0,0	52	0,0	52	0,0	52	0,0	52	0,0	52	0,0	52	0,0	52	0,0	52	NaN	52	2,1	
53	4,3E+2	53	7,3E+7	53	0,0	53	0,1	53	0,2	53	2,0	53	19,5	53	24,5	53	1,5E+2	53	1,1	53	0,4	53	0,1	53	0,2	53	2,2	53	0,0	53	0,0	53	0,0	53	0,7	53	0,1	53	12,7	53	0,1	53	0,1	53	0,0	53	0,0	53	0,0	53	0,0	53	0,0	53	0,0	53	NaN	53	3,1	
54	4,2E+2	54	7,6E+7	54	0,0	54	0,1	54	0,2	54	1,0	54	2,5	54	9,0	54	1,0E+2	54	0,8	54	0,3	54	0,1	54	0,2	54	3,4	54	0,0	54	0,0	54	0,0	54	0,7	54	0,1	54	8,8	54	0,1	54	0,0	54	0,0	54	0,0	54	0,0	54	0,0	54	0,0	54	0,0	54	NaN	54	2,3	
55	4,1E+2	55	7,6E+7	55	0,0	55	0,1	55	0,2	55	1,0	55	2,5	55	7,9	55	98,2	55	0,8	55	0,4	55	0,1	55	0,2	55	5,4	55	0,0	55	0,0	55	0,0	55	0,6	55	0,1	55	8,3	55	0,1	55	0,0	55	0,0	55	0,0	55	0,0	55	0,0	55	0,0	55	0,0	55	NaN	55	2,4	
56	4,2E+2	56	7,4E+7	56	0,0	56	0,1	56	0,2	56	1,0	56	2,0	56	7,4	56	91,6	56	0,8	56	0,3	56	0,1	56	0,2	56	6,3	56	0,0	56	0,0	56	0,0	56	0,8	56	0,0	56	8,1	56	0,0	56	0,1	56	0,1	56	0,0	56	0,0	56	0,0	56	0,0	56	0,0	56	NaN	56	2,2	
57	4,3E+2	57	7,2E+7	57	0,0	57	0,1	57	0,2	57	1,0	57	2,3	57	7,7	57	91,6	57	0,8	57	0,2	57	0,1	57	0,3	57	7,7	57	0,0	57	0,0	57	0,0	57	0,8	57	0,0	57	8,4	57	0,0	57	0,0	57	0,0	57	0,0	57	0,0	57	0,0	57	0,0	57	0,0	57	NaN	57	2,5	
58	4,2E+2	58	7,4E+7	58	0,0	58	0,1	58	0,2	58	1,0	58	2,2	58	7,5	58	84,5	58	0,8	58	0,3	58	0,1	58	0,3	58	7,6	58	0,0	58	0,0	58	0,0	58	0,6	58	0,1	58	7,6	58	0,1	58	0,1	58	0,1	58	0,0	58	0,0	58	0,0	58	0,0	58	0,0	58	NaN	58	2,1	
59	4,3E+2	59	7,4E+7	59	0,0	59	0,1	59	0,2	59	0,9	59	1,8	59	7,0	59	82,4	59	0,9	59	0,3	59	0,1	59	0,3	59	7,8	59	0,0	59	0,0	59	0,0	59	0,6	59	0,1	59	6,8	59	0,2	59	0,0	59	0,1	59	0,0	59	0,0	59	0,0	59	0,0	59	0,0	59	NaN	59	2,0	
60	4,2E+2	60	7,5E+7	60	0,0	60	0,1	60	0,2	60	0,9	60	2,2	60	8,0	60	76,9	60	0,8	60	0,2	60	0,1	60	0,2	60	7,9	60	0,0	60	0,0	60	0,0	60	0,6	60	0,1	60	6,6	60	0,1	60	0,0	60	0,1	60	0,0	60	0,0	60	0,0	60	0,0	60	0,0	60	Inf	60	2,1	
61	4,2E+2	61	7,3E+7	61	0,0	61	0,1	61	0,2	61	0,9	61	2,3	61	7,4	61	74,5	61	0,7	61	0,3	61	0,1	61	0,2	61	7,9	61	0,0	61	0,0	61	0,0	61	0,8	61	0,0	61	6,4	61	0,1	61	0,0	61	0,1	61	0,0	61	0,0	61	0,0	61	0,0	61	0,0	61	NaN	61	2,0	
62	4,1E+2	62	7,5E+7	62	0,0	62	0,1	62	0,2	62	0,9	62	2,0	62	6,9	62	71,2	62	0,7	62	0,2	62	0,1	62	0,2	62	7,7	62	0,0	62	0,0	62	0,0	62	0,7	62	0,1	62	6,1	62	0,1	62	0,0	62	0,1	62	0,0	62	0,0	62	0,0	62	0,0	62	0,0	62	NaN	62	2,3	
